65	5000	ok	|	1.00	1.00	0.91	3.49	0.58	0	|	shot	1.00	3.49	0	|	-68.0	3.49(-68)	3.49(-68)	|	4269	4269	4269	4269	4269	
66	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.00	0.00	0	|	-100.0	0.10(-100)		|	6688	6688	6688	6688	6688	
66	43	fail-w	|	1.00	0.05	0.05	98.23	0.00	0	|	rapi	0.00	0.00	0	|	-100.0	98.23(-100)		|	6688	6688	6688	6688	6688	
67	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.08	0.08	0	|	90.0	0.10(90)	0.08(90)	|	2512	2512	2512	2512	2512	
67	221	fail-0	|	0.00	1.00	1.00	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	2512	2512	2512	2512	2512	
68	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.09	0.09	0	|	81.0	0.10(81)	0.09(81)	|	4138	4138	4138	4138	4138	
68	219	fail-0	|	0.00	1.00	1.00	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	4138	4138	4138	4138	4138	
69	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.03	0.03	0	|	-70.0	0.10(-70)	0.03(-70)	|	5792	5792	5792	5792	5792	
69	5000	ok	|	1.00	1.00	0.94	8.00	1.00	3	|	inac	1.00	8.00	3	|	-70.0	8.00(-70)	8.00(-70)	|	5792	5792	5792	5792	5792	
70	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.05	0.05	0	|	84.0	0.10(84)	0.05(84)	|	918	918	918	918	918	
70	4877	fail-0	|	0.00	1.00	0.98	0.00	NaN	0	|	rapi	0.00	0.00	0	|	NaN			|	918	918	918	918	918	
71	0	ok	|	0.10	1.00	1.00	0.10	0.00	0	|	rapi	0.07	0.07	0	|	40.0	0.10(40)	0.07(40)	|	5524	5524	5524	5524	5524	
